product_id,store_id,customer_id,sale_date,quantity,total_price,channel,heard_about_us,sales_associate_id
7,6,1267,2023-12-05,1,189.77,In-Store,,22
8,9999,1332,2024-06-26,2,443.08,Online,Facebook,25
11,9999,3373,2023-12-02,2,148.07,Online,Friend,25
2,3,3856,2024-02-19,2,115.79,In-Store,,9
8,2,569,2024-09-30,1,336.82,In-Store,,7
9,6,945,2024-05-25,5,211.85,In-Store,,22
9,1,1463,2024-04-24,5,482.02,In-Store,,1
20,3,948,2024-06-10,3,369.7,In-Store,,10
13,1,1615,2024-08-07,2,142.27,In-Store,,1
12,4,1021,2024-07-14,1,475.46,In-Store,,14
10,3,1043,2023-12-26,3,340.11,In-Store,,10
7,9999,3445,2023-10-15,4,345.11,Online,Google,25
19,9999,2466,2024-01-27,4,283.01,Online,YouTube,25
10,3,1722,2024-01-09,4,397.16,In-Store,,10
15,9999,1751,2023-12-20,5,247.13,Online,Other,25
3,1,2543,2024-09-13,5,338.65,In-Store,,2
8,9999,1632,2024-08-19,2,31.72,Online,Friend,25
20,9999,597,2024-01-27,4,218.93,Online,Other,25
13,9999,4050,2024-05-30,4,137.11,Online,Instagram,25
14,1,995,2024-02-25,2,405.97,In-Store,,2
15,6,1093,2024-09-02,4,340.44,In-Store,,22
15,6,635,2024-03-19,4,418.67,In-Store,,22
10,9999,1921,2024-01-08,3,181.21,Online,Facebook,25
5,9999,1895,2024-01-02,4,353.1,Online,Instagram,25
14,1,3191,2024-04-26,3,280.45,In-Store,,2
19,9999,161,2024-01-08,5,202.58,Online,YouTube,25
10,9999,3195,2024-05-04,4,278.35,Online,Friend,25
8,3,1353,2024-08-27,4,253.11,In-Store,,9
15,4,1046,2024-02-27,5,276.38,In-Store,,14
1,2,688,2023-12-23,4,85.14,In-Store,,5
9,3,671,2024-10-03,3,121.6,In-Store,,9
16,2,159,2024-04-07,5,45.0,In-Store,,6
3,9999,330,2023-11-06,1,475.81,Online,Instagram,25
20,9999,1249,2023-10-21,2,80.59,Online,Google,25
7,9999,3810,2023-11-13,3,388.11,Online,Google,25
20,9999,939,2024-05-20,2,483.07,Online,Google,25
1,3,2556,2024-07-19,5,345.13,In-Store,,10
7,9999,623,2024-03-06,5,351.49,Online,Instagram,25
10,9999,4919,2023-10-27,1,402.19,Online,YouTube,25
18,1,865,2024-02-20,3,53.1,In-Store,,1
14,2,3569,2024-10-02,4,359.51,In-Store,,5
19,9999,2199,2024-04-14,3,428.82,Online,YouTube,25
15,3,2663,2024-09-23,4,293.53,In-Store,,9
6,3,3995,2024-08-14,2,190.32,In-Store,,9
20,9999,2264,2023-10-08,5,24.87,Online,Instagram,25
8,9999,3330,2024-06-23,4,286.48,Online,Other,25
16,9999,4021,2024-06-09,4,400.61,Online,YouTube,25
8,3,2817,2024-04-17,2,166.98,In-Store,,10
14,2,989,2024-01-09,3,188.87,In-Store,,6
7,9999,2585,2024-05-25,1,376.58,Online,Facebook,25
7,6,1591,2023-11-13,3,367.8,In-Store,,22
10,9999,1864,2024-03-11,3,106.13,Online,Other,25
18,9999,1037,2024-03-18,3,41.85,Online,Google,25
10,9999,1035,2024-09-17,4,69.24,Online,Google,25
10,9999,3846,2024-08-19,4,231.43,Online,Instagram,25
9,3,4727,2024-01-08,1,414.62,In-Store,,11
21,1,440,2024-04-04,2,91.61,In-Store,,2
8,9999,971,2023-12-08,5,386.93,Online,Google,25
13,2,3691,2024-09-02,4,162.73,In-Store,,6
20,9999,494,2024-08-17,5,480.85,Online,Facebook,25
21,9999,1729,2024-01-21,3,337.01,Online,Facebook,25
6,3,268,2024-05-24,1,95.14,In-Store,,10
8,1,1621,2024-05-13,3,357.43,In-Store,,2
14,9999,941,2023-11-28,5,127.91,Online,YouTube,25
5,4,585,2024-07-09,1,99.64,In-Store,,14
19,5,2231,2024-04-18,4,79.69,In-Store,,17
17,9999,4424,2024-07-14,4,230.12,Online,Friend,25
11,9999,4946,2024-04-15,3,32.42,Online,Other,25
19,4,1436,2023-10-04,1,499.79,In-Store,,14
16,9999,4252,2024-01-30,4,459.71,Online,Google,25
14,2,857,2023-10-11,1,245.6,In-Store,,7
6,4,301,2024-09-08,4,352.96,In-Store,,15
15,9999,722,2024-08-20,3,141.15,Online,Friend,25
17,9999,10,2024-08-03,5,241.75,Online,Facebook,25
17,5,1668,2024-01-24,5,383.09,In-Store,,18
9,6,995,2023-10-25,2,465.28,In-Store,,21
1,4,764,2024-08-20,2,360.7,In-Store,,14
8,9999,930,2024-09-14,4,474.59,Online,Friend,25
10,6,1185,2023-11-04,3,219.44,In-Store,,22
13,9999,1562,2024-03-29,5,263.96,Online,Instagram,25
9,5,2318,2023-10-29,3,468.44,In-Store,,19
10,6,4413,2024-07-08,5,499.47,In-Store,,21
16,3,1546,2024-07-10,3,284.92,In-Store,,10
8,1,1247,2023-11-19,4,132.11,In-Store,,1
16,6,304,2024-03-25,2,261.1,In-Store,,21
15,9999,817,2024-04-22,5,457.01,Online,Other,25
5,3,658,2024-01-09,2,55.92,In-Store,,9
11,6,295,2024-08-18,4,477.99,In-Store,,21
20,6,561,2024-03-06,2,322.96,In-Store,,23
3,9999,3556,2023-12-20,1,384.98,Online,Friend,25
6,9999,2454,2024-04-18,1,42.08,Online,YouTube,25
12,4,1476,2024-06-27,4,89.87,In-Store,,14
6,4,1435,2023-12-16,1,312.56,In-Store,,14
8,4,77,2024-01-26,5,88.7,In-Store,,14
15,6,1632,2024-10-02,5,95.83,In-Store,,22
13,4,180,2024-05-28,1,133.86,In-Store,,14
13,9999,2249,2024-03-12,1,291.65,Online,Google,25
16,2,1558,2024-04-10,2,311.39,In-Store,,6
20,9999,2054,2023-11-17,2,321.56,Online,YouTube,25
15,9999,274,2023-12-25,5,195.13,Online,Instagram,25
10,9999,2677,2024-02-04,4,104.31,Online,Google,25
12,9999,4349,2024-05-06,5,458.47,Online,YouTube,25
16,6,1154,2023-12-27,3,406.03,In-Store,,22
8,1,1013,2023-12-23,5,195.57,In-Store,,1
15,1,3863,2023-10-29,3,300.59,In-Store,,2
1,9999,4600,2024-05-21,3,459.32,Online,Other,25
3,9999,3804,2023-12-26,3,331.63,Online,Facebook,25
2,9999,305,2024-08-30,3,498.05,Online,Instagram,25
8,5,1266,2024-08-13,2,206.55,In-Store,,17
14,1,812,2023-10-29,4,315.51,In-Store,,1
12,9999,1780,2023-12-30,4,233.45,Online,YouTube,25
4,1,1555,2024-06-04,5,452.81,In-Store,,2
4,9999,3726,2023-12-21,1,338.13,Online,Instagram,25
11,9999,1996,2023-11-21,2,397.75,Online,Instagram,25
18,9999,1698,2024-09-10,5,123.66,Online,YouTube,25
5,9999,4883,2024-04-30,1,153.09,Online,Facebook,25
18,9999,2054,2024-03-24,2,72.76,Online,Facebook,25
1,9999,2935,2024-07-17,2,302.65,Online,Facebook,25
9,9999,430,2024-07-25,2,376.02,Online,Other,25
3,9999,3902,2023-12-12,4,393.45,Online,Friend,25
17,3,256,2023-11-08,5,40.82,In-Store,,10
2,9999,3924,2024-03-09,4,224.61,Online,Friend,25
15,9999,603,2024-03-07,1,174.61,Online,Instagram,25
5,3,2253,2024-03-22,5,323.88,In-Store,,9
20,1,938,2024-06-26,3,237.78,In-Store,,2
21,9999,4517,2024-06-06,2,226.43,Online,Friend,25
11,9999,3716,2024-09-28,4,219.68,Online,YouTube,25
14,9999,2561,2023-11-09,3,199.66,Online,Other,25
16,9999,550,2024-02-28,1,419.25,Online,Friend,25
4,5,422,2024-02-05,2,287.06,In-Store,,17
10,9999,4919,2024-08-14,3,188.79,Online,Facebook,25
16,1,1853,2024-01-03,1,188.05,In-Store,,2
14,9999,4596,2023-12-12,5,314.52,Online,Google,25
9,6,238,2024-03-16,2,151.17,In-Store,,22
12,1,51,2024-03-06,2,437.53,In-Store,,2
21,9999,252,2024-01-13,1,378.13,Online,Friend,25
14,5,4650,2024-01-03,3,95.56,In-Store,,18
20,9999,696,2024-09-05,1,94.68,Online,Other,25
3,4,2238,2024-03-14,4,337.73,In-Store,,14
7,9999,4198,2024-08-14,1,185.68,Online,YouTube,25
19,9999,3987,2024-04-22,5,340.22,Online,Facebook,25
13,6,1125,2023-10-22,1,23.69,In-Store,,22
9,5,1440,2024-10-03,3,77.59,In-Store,,18
5,1,347,2024-08-04,5,357.76,In-Store,,2
14,4,154,2024-09-22,4,462.16,In-Store,,14
19,1,1408,2024-09-07,4,158.97,In-Store,,1
20,9999,3770,2024-08-09,3,62.3,Online,Facebook,25
14,6,2782,2023-12-03,4,271.5,In-Store,,21
8,9999,2729,2024-03-29,2,56.66,Online,Google,25
17,9999,1589,2023-12-21,3,188.53,Online,Facebook,25
4,9999,1200,2024-02-27,3,114.69,Online,Other,25
3,5,1452,2023-10-25,4,242.7,In-Store,,17
19,9999,2648,2024-02-19,3,92.46,Online,Friend,25
15,4,2543,2024-09-28,3,303.88,In-Store,,13
15,1,740,2024-01-09,1,47.31,In-Store,,2
20,9999,4867,2024-07-16,5,204.55,Online,Friend,25
19,9999,1543,2024-03-18,3,310.4,Online,Instagram,25
15,9999,848,2024-03-06,3,491.55,Online,Google,25
21,6,1414,2024-09-18,1,138.92,In-Store,,23
17,6,429,2024-10-02,5,96.2,In-Store,,22
21,2,1232,2024-04-24,1,178.25,In-Store,,6
11,2,668,2024-06-22,5,338.53,In-Store,,6
21,9999,3211,2023-11-29,2,305.62,Online,YouTube,25
18,9999,3086,2024-01-20,3,410.33,Online,Other,25
14,2,1573,2024-09-22,3,28.75,In-Store,,5
8,9999,1127,2024-05-02,2,57.04,Online,Google,25
18,9999,4314,2024-04-19,1,337.73,Online,Google,25
13,9999,1264,2024-07-03,2,106.81,Online,Other,25
15,9999,358,2023-10-24,4,194.86,Online,Friend,25
20,9999,2335,2024-05-04,4,132.32,Online,YouTube,25
16,3,1590,2024-04-05,3,345.59,In-Store,,10
10,9999,3129,2024-08-11,5,273.18,Online,Facebook,25
20,6,1134,2023-11-30,3,45.05,In-Store,,21
18,1,841,2024-09-19,5,428.56,In-Store,,2
6,9999,2235,2023-11-02,4,454.55,Online,Friend,25
3,9999,1819,2023-12-11,4,444.62,Online,Friend,25
2,6,231,2024-05-08,5,199.5,In-Store,,23
11,9999,812,2024-06-07,3,399.86,Online,Instagram,25
10,3,44,2023-12-29,2,384.24,In-Store,,10
3,9999,156,2023-11-16,3,123.51,Online,Google,25
20,2,999,2024-08-24,4,73.37,In-Store,,6
2,1,4889,2024-01-02,4,326.7,In-Store,,2
18,9999,135,2024-05-08,5,296.02,Online,YouTube,25
14,2,13,2024-05-17,5,189.35,In-Store,,5
3,9999,4289,2024-03-05,3,52.49,Online,Friend,25
16,5,357,2024-05-04,4,490.9,In-Store,,18
12,9999,554,2024-04-12,3,135.74,Online,Google,25
11,5,1093,2024-09-10,1,189.1,In-Store,,18
6,9999,3807,2023-12-17,4,323.23,Online,Instagram,25
15,9999,303,2024-06-22,3,116.76,Online,Instagram,25
11,2,1566,2023-12-30,5,211.15,In-Store,,6
10,2,1531,2024-02-25,1,435.58,In-Store,,6
16,5,647,2024-06-05,3,463.67,In-Store,,18
14,1,1366,2024-01-21,2,281.83,In-Store,,2
15,4,470,2024-01-27,4,40.33,In-Store,,14
3,9999,3328,2024-07-05,3,266.28,Online,Instagram,25
5,9999,4978,2023-10-30,4,36.7,Online,Facebook,25
21,9999,3001,2024-03-19,3,203.77,Online,Google,25
5,9999,3686,2024-10-03,3,198.57,Online,Google,25
5,2,930,2024-10-02,3,211.06,In-Store,,6
1,9999,1525,2023-10-30,4,268.52,Online,YouTube,25
9,5,3656,2023-12-21,2,498.26,In-Store,,17
16,9999,1640,2024-01-09,1,85.15,Online,Friend,25
6,5,532,2024-09-09,1,409.05,In-Store,,17
18,9999,4442,2024-08-21,3,447.84,Online,Other,25
21,9999,1427,2024-08-20,3,264.2,Online,Facebook,25
5,3,1064,2024-02-16,4,32.62,In-Store,,10
20,4,707,2023-11-30,1,168.46,In-Store,,13
14,4,1052,2024-08-04,1,80.16,In-Store,,14
18,9999,4816,2024-06-17,2,388.54,Online,Friend,25
17,1,454,2024-05-14,1,268.69,In-Store,,3
11,6,1848,2024-09-29,3,474.79,In-Store,,21
9,4,1609,2024-05-30,5,151.74,In-Store,,14
3,9999,4118,2023-10-06,2,304.07,Online,Facebook,25
20,9999,4958,2024-07-29,3,424.41,Online,Instagram,25
3,9999,373,2024-01-21,5,147.03,Online,Google,25
14,4,249,2024-06-02,4,446.72,In-Store,,14
10,2,598,2024-09-11,2,406.25,In-Store,,6
2,2,1295,2023-11-22,4,219.5,In-Store,,5
20,5,1177,2023-11-15,3,433.51,In-Store,,18
12,9999,3267,2023-11-12,2,385.12,Online,YouTube,25
8,9999,3822,2024-04-23,1,148.39,Online,Facebook,25
4,2,415,2024-01-11,3,473.78,In-Store,,6
6,9999,2683,2024-05-12,5,366.14,Online,Facebook,25
16,3,738,2024-06-22,4,259.4,In-Store,,11
13,9999,4141,2023-12-17,4,484.01,Online,Google,25
12,2,399,2024-05-23,1,155.05,In-Store,,6
1,5,881,2024-01-08,4,84.29,In-Store,,18
13,9999,2998,2024-03-30,1,212.28,Online,YouTube,25
18,5,974,2024-08-30,1,205.45,In-Store,,18
5,4,793,2024-08-08,4,199.14,In-Store,,14
12,4,1182,2023-11-06,2,309.18,In-Store,,13
2,4,319,2024-03-07,2,362.52,In-Store,,13
5,1,4361,2024-01-13,5,87.09,In-Store,,3
16,9999,4612,2023-10-05,3,247.95,Online,YouTube,25
11,9999,898,2024-07-12,4,300.18,Online,Google,25
16,9999,2176,2024-05-24,5,297.26,Online,Google,25
16,1,1397,2024-01-07,5,321.93,In-Store,,2
8,9999,259,2024-07-01,5,475.14,Online,Facebook,25
1,5,4111,2024-04-22,3,221.01,In-Store,,17
20,9999,3864,2024-03-08,1,358.77,Online,Google,25
11,9999,3919,2023-10-07,5,200.88,Online,Friend,25
18,4,1576,2023-10-31,5,190.06,In-Store,,14
8,5,1699,2024-08-22,5,163.28,In-Store,,18
16,2,1200,2024-08-29,4,187.43,In-Store,,6
10,9999,345,2024-04-20,3,478.55,Online,YouTube,25
15,6,2101,2024-08-04,4,122.71,In-Store,,22
9,9999,1125,2024-05-04,1,315.52,Online,Facebook,25
2,9999,4351,2023-11-27,2,326.21,Online,Instagram,25
14,9999,2706,2023-11-19,4,68.26,Online,Instagram,25
18,3,1294,2024-01-24,4,333.39,In-Store,,10
7,9999,2354,2024-08-28,3,157.0,Online,Instagram,25
21,9999,4704,2024-07-21,2,276.87,Online,Facebook,25
14,5,1441,2024-08-14,1,498.64,In-Store,,18
6,9999,2372,2024-08-28,1,24.45,Online,YouTube,25
10,9999,3723,2023-12-19,5,271.67,Online,Google,25
15,1,1526,2024-01-03,2,408.23,In-Store,,3
1,9999,2762,2023-11-10,3,292.53,Online,Facebook,25
20,9999,3322,2024-07-15,4,267.33,Online,Friend,25
4,9999,1514,2024-08-22,2,249.18,Online,Instagram,25
9,6,94,2024-02-29,2,234.43,In-Store,,22
9,9999,2946,2024-05-18,2,49.82,Online,Friend,25
10,5,1309,2023-11-29,4,349.32,In-Store,,17
21,9999,2417,2024-09-08,3,315.02,Online,Facebook,25
16,3,1255,2024-08-15,4,378.91,In-Store,,10
18,9999,3858,2024-09-25,5,404.96,Online,Facebook,25
20,1,671,2024-07-26,5,234.44,In-Store,,2
19,9999,920,2024-08-21,1,417.81,Online,Google,25
18,1,1228,2023-10-13,2,177.5,In-Store,,2
7,5,1081,2024-06-29,4,63.65,In-Store,,18
17,5,179,2024-02-02,4,290.68,In-Store,,17
13,9999,2085,2024-09-08,1,377.99,Online,Instagram,25
14,9999,2823,2024-07-23,1,279.76,Online,Instagram,25
16,9999,260,2024-08-15,3,216.26,Online,Other,25
21,3,3078,2024-07-26,3,496.57,In-Store,,10
3,1,1044,2024-01-09,2,333.7,In-Store,,2
8,5,29,2024-07-18,1,489.68,In-Store,,17
18,9999,3475,2023-11-12,5,202.05,Online,Facebook,25
15,9999,2836,2024-08-18,2,152.31,Online,Instagram,25
14,9999,129,2024-08-13,2,118.92,Online,Google,25
2,9999,3658,2023-12-24,5,342.57,Online,Facebook,25
2,9999,3296,2024-07-28,4,132.48,Online,Instagram,25
5,4,4128,2024-03-20,3,132.4,In-Store,,14
11,9999,1941,2024-01-23,3,440.6,Online,Friend,25
10,9999,2255,2024-07-21,1,287.22,Online,Other,25
14,6,1223,2023-12-26,4,42.5,In-Store,,22
10,2,1183,2023-10-12,2,382.12,In-Store,,6
15,4,473,2023-12-13,5,218.09,In-Store,,14
5,4,758,2024-02-01,2,142.4,In-Store,,14
18,9999,1561,2024-08-15,1,148.86,Online,Instagram,25
7,9999,4814,2024-09-21,5,124.17,Online,YouTube,25
10,9999,126,2024-01-14,2,469.84,Online,Other,25
16,6,3820,2024-05-25,5,357.81,In-Store,,22
18,3,1665,2024-02-27,3,145.55,In-Store,,10
12,9999,2564,2024-09-27,4,41.94,Online,Other,25
5,2,133,2024-04-17,3,285.59,In-Store,,6
7,9999,2703,2024-09-11,2,202.32,Online,Friend,25
18,6,1379,2023-11-15,3,386.41,In-Store,,22
12,2,1387,2024-09-23,2,365.75,In-Store,,5
18,9999,482,2023-12-08,5,36.24,Online,Other,25
2,9999,53,2024-09-20,4,86.0,Online,Instagram,25
5,1,75,2024-01-09,2,262.75,In-Store,,2
21,1,141,2023-11-12,4,27.55,In-Store,,1
17,9999,3528,2024-03-11,2,71.37,Online,Google,25
5,5,648,2024-06-26,2,317.49,In-Store,,18
12,9999,3327,2024-01-26,4,291.2,Online,YouTube,25
3,4,260,2024-05-12,1,214.53,In-Store,,14
2,4,78,2024-04-08,2,59.69,In-Store,,14
11,9999,4636,2024-02-21,1,449.5,Online,Facebook,25
7,9999,4644,2024-05-02,4,150.13,Online,Other,25
9,9999,4449,2024-01-05,5,335.89,Online,YouTube,25
1,6,1698,2024-06-19,5,89.21,In-Store,,22
10,5,1331,2023-10-04,5,135.43,In-Store,,17
18,9999,2718,2024-09-06,4,382.69,Online,Other,25
3,2,623,2024-04-18,3,45.77,In-Store,,6
11,6,243,2024-06-23,5,478.33,In-Store,,22
21,4,3538,2024-07-01,4,255.49,In-Store,,14
6,5,603,2024-06-05,4,61.13,In-Store,,18
3,9999,2196,2024-02-14,2,202.4,Online,Other,25
13,9999,2595,2023-10-29,3,71.14,Online,YouTube,25
15,9999,2949,2024-06-03,3,69.07,Online,Facebook,25
14,1,735,2024-02-01,5,286.28,In-Store,,2
12,6,102,2024-01-26,1,306.52,In-Store,,21
10,9999,3390,2024-08-09,4,394.0,Online,Google,25
17,2,1390,2024-06-23,4,101.36,In-Store,,6
16,3,1196,2024-01-21,1,100.26,In-Store,,10
16,9999,631,2024-01-25,3,140.82,Online,Other,25
21,1,56,2024-03-01,5,316.0,In-Store,,2
13,3,1116,2024-02-28,5,202.35,In-Store,,10
10,9999,2627,2024-01-20,5,474.69,Online,Friend,25
11,5,1456,2023-11-19,4,484.99,In-Store,,18
21,3,933,2024-03-05,5,395.35,In-Store,,9
19,9999,1637,2024-09-12,5,498.69,Online,Other,25
18,9999,221,2024-06-07,4,472.63,Online,Friend,25
10,9999,567,2024-08-29,4,343.03,Online,Other,25
10,5,606,2024-05-16,3,336.16,In-Store,,18
15,4,4899,2024-01-22,4,299.48,In-Store,,13
12,9999,4399,2024-04-21,5,326.33,Online,Instagram,25
8,9999,2909,2023-10-04,2,330.56,Online,Google,25
21,1,3274,2024-01-17,3,483.54,In-Store,,2
4,9999,2120,2024-03-09,2,265.12,Online,Friend,25
12,9999,3205,2024-05-03,4,390.72,Online,YouTube,25
1,9999,3955,2024-05-30,1,161.81,Online,Instagram,25
5,9999,2854,2024-03-22,3,184.67,Online,Google,25
16,2,367,2024-03-13,4,66.86,In-Store,,7
4,9999,186,2023-12-21,3,331.03,Online,Other,25
8,4,1512,2024-03-25,2,284.92,In-Store,,14
6,9999,3541,2024-08-28,4,34.01,Online,Friend,25
19,9999,3519,2024-07-21,4,22.14,Online,Facebook,25
9,9999,513,2023-12-05,5,68.84,Online,YouTube,25
11,4,1615,2023-11-04,4,74.7,In-Store,,13
21,4,2851,2024-04-09,5,206.55,In-Store,,14
12,6,3751,2024-05-22,5,102.81,In-Store,,22
19,9999,695,2024-02-03,2,170.33,Online,YouTube,25
4,3,1500,2024-07-29,3,352.85,In-Store,,10
5,4,1420,2024-07-04,4,223.06,In-Store,,14
18,9999,1367,2024-06-06,4,158.64,Online,YouTube,25
15,1,440,2023-12-25,3,476.88,In-Store,,2
13,5,1371,2023-12-15,5,333.47,In-Store,,17
3,9999,4632,2023-10-12,1,402.02,Online,YouTube,25
2,9999,2252,2024-01-01,2,278.05,Online,Friend,25
19,9999,4058,2024-03-25,5,265.19,Online,YouTube,25
18,9999,3006,2024-08-10,5,414.85,Online,Other,25
15,9999,4476,2023-10-30,2,495.09,Online,Other,25
21,9999,2028,2024-03-03,3,439.91,Online,Friend,25
9,9999,2856,2024-05-21,1,230.75,Online,Facebook,25
7,1,1141,2023-12-14,3,433.3,In-Store,,3
7,4,1696,2024-06-14,1,293.64,In-Store,,14
6,6,2652,2024-04-01,3,158.88,In-Store,,22
17,6,781,2024-01-01,2,482.13,In-Store,,22
9,5,1040,2024-05-31,2,139.85,In-Store,,19
13,4,3074,2023-10-06,2,297.16,In-Store,,14
15,5,619,2024-07-04,1,213.37,In-Store,,17
12,9999,3725,2024-07-11,4,177.1,Online,Other,25
3,2,1736,2023-11-12,3,428.05,In-Store,,6
16,4,1070,2024-03-07,3,417.6,In-Store,,13
19,9999,3976,2023-12-07,3,449.19,Online,Instagram,25
4,9999,3765,2024-09-18,1,79.63,Online,Friend,25
15,9999,6,2024-04-10,4,117.11,Online,Other,25
10,2,1303,2023-10-22,3,64.8,In-Store,,6
12,5,1356,2024-01-03,1,210.24,In-Store,,18
8,9999,3517,2024-08-09,1,357.78,Online,Facebook,25
16,1,639,2024-03-19,2,304.97,In-Store,,1
11,1,988,2024-07-23,4,353.13,In-Store,,2
13,6,732,2024-06-04,1,69.54,In-Store,,21
5,9999,3136,2024-09-29,2,327.96,Online,Instagram,25
17,9999,4615,2024-05-08,1,312.95,Online,Friend,25
12,6,1746,2024-09-15,2,461.55,In-Store,,21
3,3,824,2024-08-25,2,381.17,In-Store,,9
14,9999,2577,2024-05-15,2,138.94,Online,Facebook,25
18,5,220,2024-06-23,5,366.17,In-Store,,18
10,9999,1684,2024-04-05,5,311.32,Online,Other,25
13,9999,2422,2024-08-02,1,396.22,Online,Friend,25
13,9999,924,2024-04-21,2,259.8,Online,Google,25
1,3,1416,2024-08-27,3,83.35,In-Store,,9
16,9999,598,2024-07-02,1,301.93,Online,YouTube,25
7,4,327,2024-03-25,1,475.37,In-Store,,13
21,1,1251,2024-01-06,4,223.32,In-Store,,2
9,9999,685,2024-01-02,3,57.93,Online,Facebook,25
18,9999,2677,2024-05-24,4,301.49,Online,YouTube,25
14,1,451,2024-07-10,1,137.35,In-Store,,2
10,9999,1439,2024-04-11,1,26.08,Online,Other,25
1,2,1343,2024-05-20,4,477.45,In-Store,,5
5,9999,2202,2024-01-12,1,390.29,Online,YouTube,25
14,9999,2229,2023-11-01,5,50.66,Online,Friend,25
15,9999,4185,2024-01-16,3,46.61,Online,YouTube,25
6,9999,2090,2024-01-11,1,449.25,Online,Facebook,25
17,9999,22,2024-01-29,1,432.17,Online,Facebook,25
2,9999,3865,2024-04-18,3,203.83,Online,Facebook,25
2,9999,4530,2023-11-23,4,127.77,Online,Friend,25
11,9999,2223,2023-12-27,1,294.34,Online,Google,25
2,9999,1470,2024-06-13,2,406.08,Online,Friend,25
3,2,66,2024-06-18,3,391.29,In-Store,,7
12,5,1644,2023-10-27,3,290.63,In-Store,,18
8,6,3801,2024-03-01,3,304.01,In-Store,,23
7,1,79,2024-04-19,2,92.27,In-Store,,1
11,1,12,2024-03-04,4,427.52,In-Store,,2
17,9999,1952,2023-12-18,4,256.17,Online,Facebook,25
9,5,763,2024-03-05,1,462.21,In-Store,,17
12,9999,3756,2024-08-30,1,298.77,Online,Other,25
13,4,614,2024-05-04,5,292.55,In-Store,,15
5,6,612,2024-06-14,3,145.28,In-Store,,22
7,9999,1116,2024-08-12,5,72.31,Online,Facebook,25
15,6,1701,2024-07-10,3,215.13,In-Store,,22
15,9999,2526,2024-02-20,4,147.2,Online,Instagram,25
6,1,2034,2023-10-06,5,39.36,In-Store,,2
12,2,1425,2024-02-09,5,43.5,In-Store,,6
